(-800, 0), (-800, 2310), (0, 3150), (800, 2310), (800, 0)
(-792, 0), (-792, 1365), (0, 2310), (792, 1365), (792, 0)
(-780, 0), (-780, 2295), (0, 3335), (780, 2295), (780, 0)
(-780, 0), (-780, 1547), (0, 1872), (780, 1547), (780, 0)
(-756, 0), (-756, 891), (0, 1008), (756, 891), (756, 0)
(-720, 0), (-720, 3038), (0, 3200), (720, 3038), (720, 0)
(-720, 0), (-720, 2079), (0, 2835), (720, 2079), (720, 0)
(-720, 0), (-720, 2184), (0, 2346), (720, 2184), (720, 0)
(-720, 0), (-720, 1428), (0, 1728), (720, 1428), (720, 0)
(-720, 0), (-720, 966), (0, 1350), (720, 966), (720, 0)
(-720, 0), (-720, 896), (0, 1196), (720, 896), (720, 0)
(-720, 0), (-720, 875), (0, 960), (720, 875), (720, 0)
(-700, 0), (-700, 480), (0, 735), (700, 480), (700, 0)
(-693, 0), (-693, 3120), (0, 3780), (693, 3120), (693, 0)
(-672, 0), (-672, 2992), (0, 3496), (672, 2992), (672, 0)
(-672, 0), (-672, 2108), (0, 2304), (672, 2108), (672, 0)
(-672, 0), (-672, 792), (0, 896), (672, 792), (672, 0)
(-660, 0), (-660, 3479), (0, 3600), (660, 3479), (660, 0)
(-660, 0), (-660, 1386), (0, 2375), (660, 1386), (660, 0)
(-660, 0), (-660, 1309), (0, 1584), (660, 1309), (660, 0)
(-640, 0), (-640, 1848), (0, 2520), (640, 1848), (640, 0)
(-624, 0), (-624, 1836), (0, 2668), (624, 1836), (624, 0)
(-624, 0), (-624, 1265), (0, 1980), (624, 1265), (624, 0)
(-600, 0), (-600, 1820), (0, 1955), (600, 1820), (600, 0)
(-600, 0), (-600, 1190), (0, 1440), (600, 1190), (600, 0)
(-600, 0), (-600, 805), (0, 1125), (600, 805), (600, 0)
(-588, 0), (-588, 2618), (0, 3059), (588, 2618), (588, 0)
(-588, 0), (-588, 693), (0, 784), (588, 693), (588, 0)
(-576, 0), (-576, 700), (0, 768), (576, 700), (576, 0)
(-560, 0), (-560, 3036), (0, 3111), (560, 3036), (560, 0)
(-560, 0), (-560, 1368), (0, 2418), (560, 1368), (560, 0)
(-560, 0), (-560, 1617), (0, 2205), (560, 1617), (560, 0)
(-560, 0), (-560, 969), (0, 1161), (560, 969), (560, 0)
(-560, 0), (-560, 1035), (0, 1161), (560, 1035), (560, 0)
(-560, 0), (-560, 384), (0, 588), (560, 384), (560, 0)
(-540, 0), (-540, 1071), (0, 1296), (540, 1071), (540, 0)
(-540, 0), (-540, 672), (0, 897), (540, 672), (540, 0)
(-528, 0), (-528, 910), (0, 1540), (528, 910), (528, 0)
(-520, 0), (-520, 1431), (0, 2679), (520, 1431), (520, 0)
(-504, 0), (-504, 3055), (0, 3510), (504, 3055), (504, 0)
(-504, 0), (-504, 2244), (0, 2622), (504, 2244), (504, 0)
(-504, 0), (-504, 2494), (0, 2622), (504, 2494), (504, 0)
(-504, 0), (-504, 1581), (0, 1728), (504, 1581), (504, 0)
(-504, 0), (-504, 1100), (0, 1247), (504, 1100), (504, 0)
(-504, 0), (-504, 594), (0, 672), (504, 594), (504, 0)
(-480, 0), (-480, 1386), (0, 1890), (480, 1386), (480, 0)
(-480, 0), (-480, 1456), (0, 1564), (480, 1456), (480, 0)
(-480, 0), (-480, 952), (0, 1152), (480, 952), (480, 0)
(-480, 0), (-480, 644), (0, 900), (480, 644), (480, 0)
(-468, 0), (-468, 1377), (0, 2001), (468, 1377), (468, 0)
(-462, 0), (-462, 2080), (0, 2520), (462, 2080), (462, 0)
(-455, 0), (-455, 1056), (0, 1560), (455, 1056), (455, 0)
(-440, 0), (-440, 285), (0, 384), (440, 285), (440, 0)
(-432, 0), (-432, 525), (0, 576), (432, 525), (432, 0)
(-420, 0), (-420, 1870), (0, 2185), (420, 1870), (420, 0)
(-420, 0), (-420, 1081), (0, 1225), (420, 1081), (420, 0)
(-420, 0), (-420, 833), (0, 1008), (420, 833), (420, 0)
(-420, 0), (-420, 495), (0, 560), (420, 495), (420, 0)
(-420, 0), (-420, 448), (0, 513), (420, 448), (420, 0)
(-420, 0), (-420, 288), (0, 441), (420, 288), (420, 0)
(-400, 0), (-400, 1155), (0, 1575), (400, 1155), (400, 0)
(-360, 0), (-360, 1519), (0, 1600), (360, 1519), (360, 0)
(-360, 0), (-360, 1092), (0, 1173), (360, 1092), (360, 0)
(-360, 0), (-360, 714), (0, 864), (360, 714), (360, 0)
(-360, 0), (-360, 483), (0, 675), (360, 483), (360, 0)
(-360, 0), (-360, 448), (0, 598), (360, 448), (360, 0)
(-336, 0), (-336, 1496), (0, 1748), (336, 1496), (336, 0)
(-336, 0), (-336, 1054), (0, 1152), (336, 1054), (336, 0)
(-336, 0), (-336, 396), (0, 448), (336, 396), (336, 0)
(-320, 0), (-320, 924), (0, 1260), (320, 924), (320, 0)
(-312, 0), (-312, 918), (0, 1334), (312, 918), (312, 0)
(-300, 0), (-300, 595), (0, 720), (300, 595), (300, 0)
(-288, 0), (-288, 350), (0, 384), (288, 350), (288, 0)
(-280, 0), (-280, 684), (0, 1209), (280, 684), (280, 0)
(-280, 0), (-280, 192), (0, 294), (280, 192), (280, 0)
(-264, 0), (-264, 455), (0, 770), (264, 455), (264, 0)
(-252, 0), (-252, 1122), (0, 1311), (252, 1122), (252, 0)
(-252, 0), (-252, 1247), (0, 1311), (252, 1247), (252, 0)
(-252, 0), (-252, 297), (0, 336), (252, 297), (252, 0)
(-240, 0), (-240, 693), (0, 945), (240, 693), (240, 0)
(-240, 0), (-240, 728), (0, 782), (240, 728), (240, 0)
(-240, 0), (-240, 476), (0, 576), (240, 476), (240, 0)
(-240, 0), (-240, 322), (0, 450), (240, 322), (240, 0)
(-231, 0), (-231, 1040), (0, 1260), (231, 1040), (231, 0)
(-180, 0), (-180, 357), (0, 432), (180, 357), (180, 0)
(-180, 0), (-180, 224), (0, 299), (180, 224), (180, 0)
(-168, 0), (-168, 748), (0, 874), (168, 748), (168, 0)
(-168, 0), (-168, 527), (0, 576), (168, 527), (168, 0)
(-168, 0), (-168, 198), (0, 224), (168, 198), (168, 0)
(-160, 0), (-160, 462), (0, 630), (160, 462), (160, 0)
(-156, 0), (-156, 459), (0, 667), (156, 459), (156, 0)
(-144, 0), (-144, 175), (0, 192), (144, 175), (144, 0)
(-140, 0), (-140, 96), (0, 147), (140, 96), (140, 0)
(-120, 0), (-120, 364), (0, 391), (120, 364), (120, 0)
(-120, 0), (-120, 238), (0, 288), (120, 238), (120, 0)
(-120, 0), (-120, 161), (0, 225), (120, 161), (120, 0)
(-84, 0), (-84, 374), (0, 437), (84, 374), (84, 0)
(-84, 0), (-84, 99), (0, 112), (84, 99), (84, 0)
(-80, 0), (-80, 231), (0, 315), (80, 231), (80, 0)
(-60, 0), (-60, 119), (0, 144), (60, 119), (60, 0)
